| Timestamp           | Temperature | Humidity | Soil Moisture | Rain | Flow (L/min) | Motor Status |
| 7/4/2025, 3:04:29 pm | 29.5°C      | 62.5%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:04:23 pm | 29.5°C      | 63.1%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:04:16 pm | 29.5°C      | 63.5%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:04:10 pm | 29.5°C      | 63.2%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:04:04 pm | 29.6°C      | 62.9%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:03:58 pm | 29.6°C      | 63%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:03:52 pm | 29.6°C      | 63.2%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:03:45 pm | 29.6°C      | 63.4%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:03:41 pm | 29.6°C      | 63.2%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:03:34 pm | 29.6°C      | 63.4%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:03:28 pm | 29.5°C      | 63.5%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:03:21 pm | 29.5°C      | 63.8%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:03:16 pm | 29.5°C      | 63.6%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:03:10 pm | 29.5°C      | 63.1%      | 61%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:03:03 pm | 29.5°C      | 63.1%      | 61%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:02:57 pm | 29.5°C      | 63.4%      | 61%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:02:52 pm | 29.5°C      | 63.2%      | 61%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:02:47 pm | 29.5°C      | 63%      | 61%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:02:41 pm | 29.4°C      | 63.2%      | 61%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:02:34 pm | 29.5°C      | 63.2%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:02:28 pm | 29.4°C      | 62.7%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:02:22 pm | 29.5°C      | 63.2%      | 67%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:02:16 pm | 29.5°C      | 63%      | 0%           | No       | 0.00         | ON     |
| 7/4/2025, 3:02:09 pm | 29.5°C      | 63%      | 0%           | No       | 0.00         | ON     |
| 7/4/2025, 3:02:03 pm | 29.5°C      | 63%      | 0%           | No       | 0.00         | ON     |
| 7/4/2025, 3:01:57 pm | 29.6°C      | 62.8%      | 63%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:01:51 pm | 29.6°C      | 62.8%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:01:44 pm | 29.6°C      | 63%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:01:38 pm | 29.6°C      | 62.9%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:01:32 pm | 29.6°C      | 62.8%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:01:27 pm | 29.6°C      | 62.8%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:01:27 pm | 29.6°C      | 62.8%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:01:20 pm | 29.6°C      | 63.1%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:01:15 pm | 29.6°C      | 63.1%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:01:09 pm | 29.7°C      | 62.9%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:01:02 pm | 29.7°C      | 63.1%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:00:56 pm | 29.7°C      | 62.8%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:00:50 pm | 29.7°C      | 63.2%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:00:43 pm | 29.7°C      | 62.7%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:00:37 pm | 29.7°C      | 62.8%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:00:31 pm | 29.7°C      | 62.4%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:00:25 pm | 29.8°C      | 62.7%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:00:19 pm | 29.9°C      | 62.9%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:00:14 pm | 29.9°C      | 62.8%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:00:08 pm | 29.9°C      | 63%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 3:00:01 pm | 29.9°C      | 63.1%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:59:55 pm | 29.9°C      | 63.3%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:59:49 pm | 29.9°C      | 63%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:59:42 pm | 29.9°C      | 62.4%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:59:36 pm | 30°C      | 62.5%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:59:30 pm | 30°C      | 62.9%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:59:24 pm | 30°C      | 63.3%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:59:18 pm | 30°C      | 63.1%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:59:11 pm | 30°C      | 63.3%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:59:05 pm | 30°C      | 63%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:58:59 pm | 30°C      | 62.7%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:58:53 pm | 30°C      | 62.7%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:58:46 pm | 30°C      | 62.4%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:58:40 pm | 29.9°C      | 63%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:58:34 pm | 30°C      | 64.3%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:58:28 pm | 30°C      | 64%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:58:21 pm | 29.9°C      | 64%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:58:15 pm | 29.9°C      | 63.6%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:58:10 pm | 29.9°C      | 63.5%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:58:03 pm | 29.9°C      | 63.3%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:57:59 pm | 29.9°C      | 63.1%      | 61%           | No       | 0.01         | OFF     |
| 7/4/2025, 2:57:52 pm | 29.9°C      | 63.2%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:57:46 pm | 29.9°C      | 63.1%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:57:40 pm | 30°C      | 63.1%      | 61%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:57:34 pm | 30°C      | 63.4%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:57:29 pm | 30°C      | 63.2%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:57:22 pm | 30°C      | 62.8%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:57:16 pm | 30°C      | 63.1%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:57:10 pm | 30°C      | 63.1%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:57:03 pm | 30°C      | 63.5%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:56:59 pm | 30°C      | 64%      | 61%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:56:52 pm | 30°C      | 63.7%      | 61%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:56:46 pm | 29.9°C      | 64.2%      | 61%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:56:39 pm | 29.9°C      | 64.9%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:56:33 pm | 29.9°C      | 65.2%      | 62%           | No       | 0.01         | OFF     |
| 7/4/2025, 2:56:27 pm | 29.9°C      | 65%      | 61%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:56:21 pm | 29.9°C      | 64.7%      | 60%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:56:15 pm | 29.8°C      | 64.4%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:56:09 pm | 29.8°C      | 64.4%      | 61%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:56:03 pm | 29.8°C      | 63.8%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:55:57 pm | 29.8°C      | 63.9%      | 62%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:55:50 pm | 29.8°C      | 63.8%      | 65%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:55:44 pm | 29.8°C      | 63.7%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:55:38 pm | 29.8°C      | 63.8%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:55:32 pm | 29.8°C      | 63.3%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:55:27 pm | 29.8°C      | 63.3%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:55:20 pm | 29.8°C      | 63.4%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:55:14 pm | 29.8°C      | 63.3%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:55:07 pm | 29.8°C      | 63.4%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:55:02 pm | 29.8°C      | 63.5%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:54:55 pm | 29.8°C      | 63.3%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:54:49 pm | 29.8°C      | 63.3%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:54:42 pm | 29.8°C      | 63%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:54:36 pm | 29.8°C      | 62.9%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:54:30 pm | 29.8°C      | 63%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:54:24 pm | 29.8°C      | 63%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:54:18 pm | 29.8°C      | 63%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:54:11 pm | 29.8°C      | 62.8%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:54:05 pm | 29.9°C      | 63%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:53:59 pm | 29.9°C      | 62.5%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:53:53 pm | 29.9°C      | 62.4%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:53:46 pm | 29.9°C      | 62.3%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:53:40 pm | 30°C      | 62.5%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:53:34 pm | 30°C      | 62.9%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:53:28 pm | 30°C      | 63.1%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:53:22 pm | 30°C      | 63.4%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:53:16 pm | 30°C      | 63.6%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:53:09 pm | 30°C      | 64.4%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:53:03 pm | 30°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:52:56 pm | 30°C      | 64.2%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:52:50 pm | 29.9°C      | 64.6%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:52:44 pm | 29.9°C      | 64.1%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:52:38 pm | 29.9°C      | 64.3%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:52:32 pm | 29.9°C      | 64.2%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:52:25 pm | 29.8°C      | 64.1%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:52:19 pm | 29.8°C      | 63.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:52:15 pm | 29.8°C      | 63.5%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:52:09 pm | 29.8°C      | 63.6%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:52:03 pm | 29.9°C      | 63.3%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:51:57 pm | 29.9°C      | 62.5%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:51:51 pm | 29.9°C      | 62.8%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:51:44 pm | 29.9°C      | 63.1%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:51:38 pm | 29.9°C      | 62.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:51:32 pm | 29.9°C      | 62.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:51:26 pm | 29.9°C      | 63.2%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:51:20 pm | 29.9°C      | 63.3%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:51:13 pm | 29.9°C      | 63.3%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:51:07 pm | 29.9°C      | 63.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:51:01 pm | 29.9°C      | 63.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:50:54 pm | 29.8°C      | 63.6%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:50:48 pm | 29.8°C      | 63.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:50:42 pm | 29.8°C      | 63.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:50:36 pm | 29.8°C      | 64.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:50:29 pm | 29.8°C      | 64.8%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:50:23 pm | 29.8°C      | 64.2%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:50:18 pm | 29.8°C      | 63.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:50:12 pm | 29.8°C      | 63.8%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:50:07 pm | 29.8°C      | 63.8%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:50:00 pm | 29.8°C      | 63.8%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:49:56 pm | 29.8°C      | 63.6%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:49:49 pm | 29.8°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:49:43 pm | 29.8°C      | 64.1%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:49:37 pm | 29.8°C      | 63.8%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:49:30 pm | 29.8°C      | 64%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:49:24 pm | 29.8°C      | 64.5%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:49:18 pm | 29.8°C      | 64.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:49:12 pm | 29.8°C      | 64.5%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:49:05 pm | 29.8°C      | 64.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:48:59 pm | 29.7°C      | 64.5%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:48:53 pm | 29.8°C      | 64.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:48:48 pm | 29.8°C      | 64.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:48:41 pm | 29.8°C      | 64.2%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:48:35 pm | 29.8°C      | 64.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:48:29 pm | 29.8°C      | 64.1%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:48:23 pm | 29.8°C      | 64%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:48:18 pm | 29.8°C      | 63.8%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:48:12 pm | 29.8°C      | 64.1%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:48:06 pm | 29.8°C      | 64.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:47:59 pm | 29.8°C      | 64.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:47:53 pm | 29.8°C      | 64.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:47:47 pm | 29.8°C      | 64.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:47:42 pm | 29.8°C      | 64.2%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:47:36 pm | 29.8°C      | 64.2%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:47:29 pm | 29.7°C      | 63.8%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:47:23 pm | 29.8°C      | 63.3%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:47:17 pm | 29.8°C      | 62.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:47:11 pm | 29.8°C      | 62.4%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:47:04 pm | 29.9°C      | 62.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:58 pm | 29.8°C      | 63.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:53 pm | 29.9°C      | 64.3%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:46 pm | 29.8°C      | 64.6%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:40 pm | 29.9°C      | 64.8%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:38 pm | 29.9°C      | 63.6%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:34 pm | 29.8°C      | 63.8%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:27 pm | 29.9°C      | 64%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:27 pm | 29.9°C      | 64%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:22 pm | 29.9°C      | 64%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:16 pm | 29.9°C      | 64.1%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:11 pm | 29.9°C      | 64%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:09 pm | 29.9°C      | 63.7%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:09 pm | 29.9°C      | 63.9%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:09 pm | 29.9°C      | 63.5%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:09 pm | 29.9°C      | 63.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:09 pm | 29.9°C      | 63.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:09 pm | 29.9°C      | 64.2%      | 53%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:09 pm | 29.9°C      | 63.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:09 pm | 29.8°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:46:09 pm | 29.8°C      | 64%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:44:47 pm | 29.8°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:44:41 pm | 29.8°C      | 63.5%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:44:36 pm | 29.7°C      | 63.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:44:29 pm | 29.7°C      | 63.5%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:44:23 pm | 29.8°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:44:18 pm | 29.7°C      | 63.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:44:13 pm | 29.7°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:44:06 pm | 29.6°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:44:00 pm | 29.6°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:43:54 pm | 29.7°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:43:48 pm | 29.6°C      | 63.8%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:43:43 pm | 29.7°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:43:36 pm | 29.7°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:43:30 pm | 29.7°C      | 63.6%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:43:23 pm | 29.7°C      | 63.8%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:43:17 pm | 29.7°C      | 63.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:43:11 pm | 29.7°C      | 63.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:43:06 pm | 29.7°C      | 63.8%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:43:01 pm | 29.7°C      | 64.3%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:42:54 pm | 29.7°C      | 63.8%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:42:47 pm | 29.6°C      | 63.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:42:41 pm | 29.6°C      | 63.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:42:36 pm | 29.6°C      | 63.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:42:31 pm | 29.6°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:42:24 pm | 29.6°C      | 63.9%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:42:19 pm | 29.6°C      | 63.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:42:14 pm | 29.6°C      | 63.7%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:42:07 pm | 29.6°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:42:01 pm | 29.6°C      | 64.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:41:56 pm | 29.6°C      | 64.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:41:51 pm | 29.6°C      | 64.7%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:41:46 pm | 29.6°C      | 64.8%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:41:40 pm | 29.6°C      | 64.6%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:41:34 pm | 29.6°C      | 64.6%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:41:29 pm | 29.6°C      | 64.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:41:24 pm | 29.6°C      | 64.4%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:41:18 pm | 29.6°C      | 64.1%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:41:11 pm | 29.6°C      | 63.9%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:41:05 pm | 29.7°C      | 64%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:40:59 pm | 29.7°C      | 64.3%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:40:54 pm | 29.7°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:40:48 pm | 29.7°C      | 63.5%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:40:41 pm | 29.8°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:40:36 pm | 29.8°C      | 63.6%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:40:30 pm | 29.7°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:40:24 pm | 29.8°C      | 63.8%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:40:19 pm | 29.8°C      | 63.6%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:40:13 pm | 29.7°C      | 63.8%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:40:06 pm | 29.7°C      | 63.7%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:40:00 pm | 29.7°C      | 64.2%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:39:55 pm | 29.7°C      | 64.1%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:39:50 pm | 29.7°C      | 64.1%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:39:43 pm | 29.7°C      | 64.1%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:39:41 pm | 29.7°C      | 63.3%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:39:38 pm | 29.7°C      | 64.2%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:39:33 pm | 29.6°C      | 64.5%      | 54%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:39:27 pm | 29.6°C      | 64.5%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:39:24 pm | 29.7°C      | 64.4%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:39:23 pm | 29.7°C      | 63.8%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:39:23 pm | 29.7°C      | 63.4%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:39:23 pm | 29.8°C      | 63.3%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:39:23 pm | 29.8°C      | 63.1%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:38:21 pm | 29.9°C      | 63.4%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:38:14 pm | 29.9°C      | 63.7%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:38:09 pm | 29.9°C      | 63.7%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:38:02 pm | 29.9°C      | 63.8%      | 55%           | No       | 0.00         | OFF     |
| 7/4/2025, 2:37:57 pm | 29.9°C      | 63.7%      | 55%           | No       | 0.00         | OFF     |
